image,Pepperoni,Bacon,Mushrooms,Onions,Peppers,Black olives,Tomatoes,Spinach,Fresh basil,Arugula,Broccoli,Corn,Pineapple
02399.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02406.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
02407.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02411.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02412.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02413.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02414.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02415.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02418.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02420.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02422.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02428.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
02432.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02435.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02436.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02439.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02441.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02443.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02444.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02447.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02448.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02453.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02454.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02456.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02458.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02459.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02460.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02463.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02470.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02473.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02474.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02475.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02477.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02478.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02479.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02480.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02483.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02486.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02490.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02491.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02492.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02495.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02496.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02500.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02502.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02507.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02509.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02510.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02511.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02512.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02513.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02517.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02518.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02523.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02524.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02528.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02529.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02532.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02533.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02536.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02537.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02539.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02540.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02541.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02543.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02544.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02546.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02547.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
02550.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02553.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02554.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02556.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02559.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
02560.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02561.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02562.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02563.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02566.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02569.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02570.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02578.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02584.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02585.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02587.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02588.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02589.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02591.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02593.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02594.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02595.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02596.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02598.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02600.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02603.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02607.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02610.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02611.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02612.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02616.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02621.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02622.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02623.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02626.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02627.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02628.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02629.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02631.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02632.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02634.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02635.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02637.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02638.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02639.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02640.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02641.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02643.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02646.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02647.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02648.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02649.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02651.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02652.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02656.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02658.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02659.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02663.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02666.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02669.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02670.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02671.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02672.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02673.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02674.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02676.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02679.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02680.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02683.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02687.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02689.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02693.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02695.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02699.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02700.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02703.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
02705.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02706.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02708.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02709.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02710.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02712.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02714.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02715.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02716.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02717.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02718.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02728.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02729.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02730.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02731.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02733.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02735.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02736.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02737.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02738.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02739.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02745.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02747.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02748.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02749.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02751.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02753.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02754.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
02755.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02759.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02769.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02771.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02773.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02774.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02775.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02776.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02777.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02779.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02781.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02782.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02785.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02786.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02790.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02791.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02793.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02795.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02797.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02800.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02802.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02804.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02806.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02807.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02808.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
02810.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02811.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02813.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02816.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02819.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02820.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02821.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02822.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02824.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02825.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
02826.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02828.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02830.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02831.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02832.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02834.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02835.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02836.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02837.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02841.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02842.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02843.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02844.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02845.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02850.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02852.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02853.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02854.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02857.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02858.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02859.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02862.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02863.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02866.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02868.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02869.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02871.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02873.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02875.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02876.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02880.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02884.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02885.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02887.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02890.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02892.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02894.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02895.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02896.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
02897.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0
02898.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02899.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02902.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02903.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02904.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02906.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02907.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02909.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02910.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02911.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02912.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02917.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02918.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02919.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02920.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02921.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02922.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02924.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02925.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02931.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02932.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02933.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02937.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02939.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02941.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02942.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02944.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02945.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02946.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02947.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02948.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02949.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02952.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02954.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02955.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02959.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02960.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02961.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02963.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02964.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02967.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02968.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02970.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02971.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02972.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02974.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02976.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02977.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02980.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02981.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02983.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02984.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02985.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
02987.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
02990.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
02994.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02995.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02996.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
02997.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
02998.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03001.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03004.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03007.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03009.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03010.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03017.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03018.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03020.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
03023.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03025.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03027.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03029.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03030.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03031.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
03038.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03042.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03043.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03046.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
03049.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03050.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03051.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
03052.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03053.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03054.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03056.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03057.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03059.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03061.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03063.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
03064.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03065.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03067.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03068.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03070.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03071.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
03072.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03075.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03076.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03077.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03078.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03079.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03081.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03083.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03084.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03086.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03087.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03088.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
03090.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03092.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03098.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03100.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03102.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03103.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03104.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
03105.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03106.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03108.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03109.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0
03110.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03111.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03112.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03113.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03114.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03115.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
03117.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
03118.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03119.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03120.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03122.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03123.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03125.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03126.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03128.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03129.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03131.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03135.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03136.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03138.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03139.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0
03140.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0
03142.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0
03144.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03145.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03149.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0
03152.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03153.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03154.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03155.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03156.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03157.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03158.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03159.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03160.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03161.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03162.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03163.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03164.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03165.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03166.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03167.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03168.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03169.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03170.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03171.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03172.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03173.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03174.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03175.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03176.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03177.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03178.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03179.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03180.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
03181.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0
